index,label,float_hls_pred,float_python_pred,float_max_abs_logit_error,fixed_hls_pred,fixed_python_pred,fixed_raw_mismatch,fixed_max_abs_raw_diff
2566,3,3,3,1.924487305515754e-06,3,3,0,0
2567,7,7,7,2.3797070314302005e-06,7,7,0,0
2568,0,0,0,1.9096826164854974e-06,0,0,0,0
2569,5,5,5,1.9071313470675477e-06,5,5,0,0
2570,9,9,9,1.9101928714349015e-06,9,9,0,0
2571,0,0,0,8.388513184076629e-07,0,0,0,0
2572,2,2,2,4.758251952452497e-06,2,2,0,0
2573,5,5,5,3.8101757819930526e-06,5,5,0,0
2574,5,5,5,9.580651854079747e-07,5,5,0,0
2575,3,3,3,1.9267089861330078e-06,3,3,0,0
2576,1,1,1,9.489843746379734e-07,1,1,0,0
2577,7,7,7,9.505908202811497e-07,7,7,0,0
2578,7,7,7,9.584130857831497e-07,7,7,0,0
2579,8,8,8,1.9079382322928495e-06,8,8,0,0
2580,6,6,6,1.4353448487547382e-06,6,6,0,0
2581,5,5,5,1.0014892577459023e-06,5,5,0,0
2582,9,9,9,2.388997803137727e-06,9,9,0,0
2583,3,3,3,1.9186523445569037e-06,3,3,0,0
2584,8,8,8,2.8172241215429494e-06,8,8,0,0
2585,9,9,9,9.551879891489534e-07,9,9,0,0
2586,5,5,5,9.55317382533849e-07,5,5,0,0
2587,3,3,3,9.558032232348523e-07,3,3,0,0
2588,7,7,7,1.9079992679138513e-06,7,7,0,0
2589,9,9,9,1.9818855644254674e-06,9,9,0,0
2590,1,1,1,1.907928466771125e-06,1,1,0,0
2591,7,7,7,1.6093219910029433e-06,7,7,0,0
2592,0,0,0,1.6725793456906501e-06,0,0,0,0
2593,0,0,0,2.3882031250366254e-06,0,0,0,0
2594,3,3,3,2.8698974610108507e-06,3,3,0,0
2595,7,7,7,1.9034863285583015e-06,7,7,0,0
2596,2,2,2,2.3848168941853487e-06,2,2,0,0
2597,5,3,3,2.85953125001015e-06,3,3,0,0
2598,8,8,8,2.578359901417304e-06,8,8,0,0
2599,1,1,1,1.9032336426860752e-06,1,1,0,0
2600,8,8,8,1.917065429068998e-06,8,8,0,0
2601,6,6,6,9.659057624844536e-07,6,6,0,0
2602,2,2,2,1.9556396484432526e-06,2,2,0,0
2603,9,9,9,2.384235839869575e-06,9,9,0,0
2604,5,5,5,1.9092993159830485e-06,5,5,0,0
2605,7,7,7,1.4292279053584878e-06,7,7,0,0
2606,5,5,5,2.860656739045453e-06,5,5,0,0
2607,7,7,7,2.8649804679758972e-06,7,7,0,0
2608,8,8,8,9.585742191120517e-07,8,8,0,0
2609,6,6,6,1.908406982664701e-06,6,6,0,0
2610,2,2,2,2.860781249225397e-06,2,2,0,0
2611,5,5,5,9.512939449507485e-07,5,5,0,0
2612,1,1,1,1.4297381589756242e-06,1,1,0,0
2613,4,4,4,1.938183594063503e-06,4,4,0,0
2614,8,8,8,2.8611645506160244e-06,8,8,0,0
2615,4,4,4,1.9263916009037985e-06,4,4,0,0
2616,5,5,5,1.5506317139202253e-06,5,5,0,0
2617,8,8,8,1.193692321876938e-06,8,8,0,0
2618,3,3,3,1.9382324225603043e-06,3,3,0,0
2619,0,0,0,2.3857904052349e-06,0,0,0,0
2620,6,6,6,1.4270593258203235e-06,6,6,0,0
2621,2,2,2,2.379348144287974e-06,2,2,0,0
2622,7,7,7,1.788371902455843e-06,7,7,0,0
2623,3,3,3,2.8630456538891735e-06,3,3,0,0
2624,3,3,3,1.9162109374804004e-06,3,3,0,0
2625,2,2,2,9.858520506611512e-07,2,2,0,0
2626,1,1,1,2.8589086911168238e-06,1,1,0,0
2627,0,0,0,2.8463989263372014e-06,0,0,0,0
2628,7,7,7,1.433118896443375e-06,7,7,0,0
2629,3,3,3,3.863024902628354e-06,3,3,0,0
2630,4,4,4,2.8618066405527998e-06,4,4,0,0
2631,0,0,0,1.908693847418874e-06,0,0,0,0
2632,3,3,3,1.9234130874679067e-06,3,3,0,0
2633,9,9,9,2.8635815425559485e-06,9,9,0,0
2634,3,3,3,1.9062744129882958e-06,3,3,0,0
2635,2,2,2,1.4296124266621746e-06,2,2,0,0
2636,8,8,8,1.4261547853777756e-06,8,8,0,0
2637,9,9,9,1.9479614259410027e-06,9,9,0,0
2638,0,0,0,2.3799169923677255e-06,0,0,0,0
2639,3,3,3,3.798095702833848e-06,3,3,0,0
2640,8,8,8,1.9091210941013514e-06,8,8,0,0
2641,0,0,0,2.900915527348502e-06,0,0,0,0
2642,7,7,7,9.56103516358553e-07,7,7,0,0
2643,6,6,6,1.911152343936351e-06,6,6,0,0
2644,5,5,5,1.8792480460660954e-06,5,5,0,0
2645,4,4,4,9.569799797048972e-07,4,4,0,0
2646,7,7,7,3.786889649859404e-06,7,7,0,0
2647,3,3,3,9.51611328403601e-07,3,3,0,0
2648,9,9,9,2.8652075201307525e-06,9,9,0,0
2649,0,0,0,4.052084655814525e-06,0,0,0,0
2650,8,8,8,1.6698809814919002e-06,8,8,0,0
2651,6,6,6,1.9086853031424766e-06,6,6,0,0
2652,2,2,2,1.9103076169812994e-06,2,2,0,0
2653,5,5,5,2.3833666995543012e-06,5,5,0,0
2654,6,1,1,2.84891357438255e-06,1,1,0,0
2655,1,1,1,1.433624267299649e-06,1,1,0,0
2656,0,0,0,2.8636401365744746e-06,0,0,0,0
2657,0,0,0,1.9099707024849977e-06,0,0,0,0
2658,4,4,4,1.9059936526844012e-06,4,4,0,0
2659,4,4,4,1.4279187015020511e-06,4,4,0,0
2660,0,0,0,1.909411620815149e-06,0,0,0,0
2661,1,1,1,9.57363281983703e-07,1,1,0,0
2662,2,2,2,2.8380493155566455e-06,2,2,0,0
2663,3,3,3,2.908496094633506e-06,3,3,0,0
2664,2,2,2,2.6264071655290877e-06,2,2,0,0
2665,7,7,7,1.6646105955864243e-06,7,7,0,0
2666,7,7,7,1.8990234380567017e-06,7,7,0,0
2667,8,8,8,1.057566146850375e-06,8,8,0,0
2668,5,5,5,2.858154296347948e-06,5,5,0,0
2669,2,2,2,2.8267944340854e-06,2,2,0,0
2670,5,5,5,2.2347586670079522e-06,5,5,0,0
2671,7,7,7,1.9495605485531087e-06,7,7,0,0
2672,6,6,6,1.9091943350701968e-06,6,6,0,0
2673,9,9,9,1.9512451174819034e-06,9,9,0,0
2674,1,1,1,1.4343566894226e-06,1,1,0,0
2675,4,4,4,3.816811522838748e-06,4,4,0,0
2676,1,1,1,1.132929107638958e-06,1,1,0,0
2677,6,6,6,2.501084899853012e-06,6,6,0,0
2678,4,4,4,1.9384765632679546e-06,4,4,0,0
2679,2,2,2,4.053190918007488e-06,2,2,0,0
2680,4,4,4,1.9031341551567493e-06,4,4,0,0
2681,3,3,3,2.8705444332643992e-06,3,3,0,0
2682,5,5,5,1.9034521478999977e-06,5,5,0,0
2683,4,4,4,9.64685058946202e-07,4,4,0,0
2684,3,3,3,2.3815954586225985e-06,3,3,0,0
2685,9,9,9,1.934960938143604e-06,9,9,0,0
2686,5,5,5,2.9021606451351545e-06,5,5,0,0
2687,0,0,0,1.9384765632679546e-06,0,0,0,0
2688,1,1,1,1.907608642603975e-06,1,1,0,0
2689,5,5,5,9.519250490086506e-07,5,5,0,0
2690,3,3,3,2.386801758014201e-06,3,3,0,0
2691,8,8,8,1.4316003413838985e-06,8,8,0,0
2692,9,9,9,2.86373046876065e-06,9,9,0,0
2693,1,1,1,1.9030664066832514e-06,1,1,0,0
2694,9,9,9,1.072514740019237e-06,9,9,0,0
2695,7,7,7,2.8567236327603496e-06,7,7,0,0
2696,9,9,9,9.53325194785748e-07,9,9,0,0
2697,5,5,5,1.9028588873482022e-06,5,5,0,0
2698,5,5,5,1.9094775396411023e-06,5,5,0,0
2699,2,2,2,7.134100341588123e-07,2,2,0,0
2700,7,7,7,1.4299719239829756e-06,7,7,0,0
2701,4,4,4,1.912634276735048e-06,4,4,0,0
2702,6,6,6,2.8602587889281494e-06,6,6,0,0
2703,0,0,0,1.1917443849540632e-06,0,0,0,0
2704,1,1,1,4.793011474379938e-07,1,1,0,0
2705,1,1,1,2.8653747561335763e-06,1,1,0,0
2706,1,1,1,1.4328363038274006e-06,1,1,0,0
2707,0,0,0,1.4301684574391516e-06,0,0,0,0
2708,4,4,4,1.8639770509309983e-06,4,4,0,0
2709,4,4,4,2.389045410389201e-06,4,4,0,0
2710,7,7,7,1.4284295655198065e-06,7,7,0,0
2711,6,6,6,1.874108885857595e-06,6,6,0,0
2712,3,3,3,2.822338867503049e-06,3,3,0,0
2713,0,0,0,2.865156249143297e-06,0,0,0,0
2714,0,0,0,2.1480871583712258e-06,0,0,0,0
2715,4,4,4,9.561511227218489e-07,4,4,0,0
2716,3,3,3,2.7409460450211753e-06,3,3,0,0
2717,0,0,0,2.832910157124502e-06,0,0,0,0
2718,6,6,6,3.844531249797001e-06,6,6,0,0
2719,1,1,1,1.9051049804374998e-06,1,1,0,0
2720,9,9,9,1.9070483396887994e-06,9,9,0,0
2721,6,6,6,1.9083764648542e-06,6,6,0,0
2722,1,1,1,1.4275860595880374e-06,1,1,0,0
2723,3,3,3,1.9469360346136e-06,3,3,0,0
2724,8,8,8,9.581347661935524e-07,8,8,0,0
2725,1,1,1,1.907232666020775e-06,1,1,0,0
2726,2,2,2,1.908903808356399e-06,2,2,0,0
2727,5,5,5,1.9191162117238036e-06,5,5,0,0
2728,6,6,6,1.9047772217284376e-06,6,6,0,0
2729,2,2,2,2.865703125465302e-06,2,2,0,0
2730,7,7,7,1.9037341312255762e-06,7,7,0,0
2731,3,3,3,1.9667012939317274e-06,3,3,0,0
2732,6,6,6,9.8349510421758e-07,6,6,0,0
2733,0,0,0,9.573303225707264e-07,0,0,0,0
2734,1,1,1,2.8583374023227748e-06,1,1,0,0
2735,9,9,9,9.537304688223003e-07,9,9,0,0
2736,7,7,7,2.897192382889102e-06,7,7,0,0
2737,6,6,6,3.0985485839352123e-06,6,6,0,0
2738,6,6,6,2.82515869187705e-06,6,6,0,0
2739,8,8,8,1.4318103023214235e-06,8,8,0,0
2740,9,9,9,1.929833985059304e-06,9,9,0,0
2741,2,2,2,9.889160157428023e-07,2,2,0,0
2742,9,9,9,2.3691982727058747e-06,9,9,0,0
2743,5,5,5,9.566589351805987e-07,8,8,0,0
2744,8,8,8,1.4291143797251493e-06,8,8,0,0
2745,3,3,3,3.7721679682078957e-06,3,3,0,0
2746,1,1,1,1.904516601314299e-06,1,1,0,0
2747,0,0,0,2.8642333980144485e-06,0,0,0,0
2748,0,0,0,9.561236571364873e-07,0,0,0,0
2749,7,7,7,2.863059082258701e-06,7,7,0,0
2750,6,6,6,1.91140380856325e-06,6,6,0,0
2751,6,6,6,1.9115405276437514e-06,6,6,0,0
2752,2,2,2,1.4341198726341986e-06,2,2,0,0
2753,1,1,1,1.9562255850757992e-06,1,1,0,0
2754,6,6,6,1.9037963863155483e-06,6,6,0,0
2755,9,9,9,1.8778320320933517e-06,9,9,0,0
2756,3,3,3,1.912338866816299e-06,3,3,0,0
2757,1,1,1,1.9028759759009972e-06,1,1,0,0
2758,8,8,8,1.309931335402581e-06,8,8,0,0
2759,6,6,6,9.939453118334995e-07,6,6,0,0
2760,9,9,9,9.521069337381505e-07,9,9,0,0
2761,0,0,0,3.8052001958277515e-06,0,0,0,0
2762,6,6,6,1.4325231934009253e-06,6,6,0,0
2763,0,0,0,1.4280957030265995e-06,0,0,0,0
2764,0,0,0,1.9105139159592e-06,0,0,0,0
2765,0,0,0,1.9492431633238994e-06,0,0,0,0
2766,6,6,6,1.9087109368598476e-06,6,6,0,0
2767,3,3,3,3.8359375000851514e-06,3,3,0,0
2768,5,5,5,2.8566357421766497e-06,5,5,0,0
2769,9,9,9,1.9103100594719535e-06,9,9,0,0
2770,3,3,3,9.370239251182966e-07,3,3,0,0
2771,4,4,4,1.9119506831088984e-06,4,4,0,0
2772,5,5,5,1.1928131105065631e-06,5,5,0,0
2773,5,5,5,1.9086035152326986e-06,5,5,0,0
2774,8,8,8,1.8767456051449471e-06,8,8,0,0
2775,5,5,5,1.8722900385625962e-06,5,5,0,0
2776,3,3,3,1.909406738498376e-06,3,3,0,0
2777,0,0,0,2.85756958007255e-06,0,0,0,0
2778,4,4,4,9.548315429430687e-07,4,4,0,0
2779,0,0,0,1.9105761719373504e-06,0,0,0,0
2780,2,2,2,1.909584960824162e-06,2,2,0,0
2781,9,9,9,2.142599487164887e-06,9,9,0,0
2782,6,6,6,2.8652172847642987e-06,6,6,0,0
2783,8,8,8,3.8130834969507532e-06,8,8,0,0
2784,2,2,2,3.791577148248848e-06,2,2,0,0
2785,3,3,3,2.8584570319623026e-06,3,3,0,0
2786,1,1,1,7.147161866782881e-07,1,1,0,0
2787,2,2,2,2.8575439454670004e-06,2,2,0,0
2788,1,1,1,1.426751708777374e-06,1,1,0,0
2789,1,1,1,1.912221069488851e-06,1,1,0,0
2790,5,5,5,3.8352050779622004e-06,5,5,0,0
2791,6,6,6,2.0113839340196726e-06,6,6,0,0
2792,9,9,9,1.4346752932326012e-06,9,9,0,0
2793,8,8,8,6.55591979925596e-07,8,8,0,0
2794,0,0,0,9.50727539361651e-07,0,0,0,0
2795,6,6,6,3.7770263663361447e-06,6,6,0,0
2796,6,6,6,9.577893065326748e-07,6,6,0,0
2797,5,5,5,1.9222534177743e-06,5,5,0,0
2798,5,5,5,2.8799072264718006e-06,5,5,0,0
2799,3,3,3,2.8271728513828975e-06,3,3,0,0
2800,8,8,8,2.1453473968424674e-06,8,8,0,0
2801,6,6,6,2.8577587887212985e-06,6,6,0,0
2802,2,2,2,1.671012573201125e-06,2,2,0,0
2803,1,1,1,1.4281463622811685e-06,1,1,0,0
2804,4,4,4,2.860775360158385e-06,4,4,0,0
2805,5,5,5,2.8628613284453763e-06,5,5,0,0
2806,4,4,4,1.9114379883333754e-06,4,4,0,0
2807,3,3,3,2.145399169872775e-06,3,3,0,0
2808,7,7,7,1.8709228513102971e-06,7,7,0,0
2809,8,8,8,2.15012817372795e-06,8,8,0,0
2810,5,5,5,1.908249512183602e-06,5,5,0,0
2811,0,0,0,1.427260742481451e-06,0,0,0,0
2812,9,9,9,1.9056640621073484e-06,9,9,0,0
2813,3,3,3,1.9141967779745528e-06,3,3,0,0
2814,5,5,5,1.911520996600302e-06,5,5,0,0
2815,1,1,1,1.9072937007535984e-06,1,1,0,0
2816,1,1,1,1.8684326175133492e-06,1,1,0,0
2817,0,0,0,1.4296594237350746e-06,0,0,0,0
2818,4,4,4,2.3831188968870265e-06,4,4,0,0
2819,4,4,4,1.7285341186168424e-06,4,4,0,0
2820,7,7,7,3.0977093508077758e-06,7,7,0,0
2821,0,0,0,3.3361181639435245e-06,0,0,0,0
2822,1,1,1,1.314248352146663e-06,1,1,0,0
2823,7,7,7,1.192096527047326e-06,7,7,0,0
2824,0,0,0,1.1938958741630756e-06,0,0,0,0
2825,1,1,1,1.3109897155638706e-06,1,1,0,0
2826,6,6,6,1.9432983400236026e-06,6,6,0,0
2827,1,1,1,9.550866701957261e-07,1,1,0,0
2828,4,4,4,1.9256225591846032e-06,4,4,0,0
2829,5,5,5,2.90479736264615e-06,5,5,0,0
2830,6,6,6,1.9034741214341011e-06,6,6,0,0
2831,6,6,6,1.9075256343370484e-06,6,6,0,0
2832,5,5,5,1.9486938480639537e-06,5,5,0,0
2833,7,7,7,1.864001465179399e-06,7,7,0,0
2834,8,8,8,3.3414727784730758e-06,8,8,0,0
2835,4,4,4,1.4295983890022512e-06,4,4,0,0
2836,4,4,4,1.9096191401501983e-06,4,4,0,0
2837,7,7,7,1.858544921518046e-06,7,7,0,0
2838,2,2,2,9.577783206538015e-07,2,2,0,0
2839,5,5,5,1.9255615235636014e-06,5,5,0,0
2840,3,3,3,1.863000488100397e-06,3,3,0,0
2841,7,7,7,2.859458007264948e-06,7,7,0,0
2842,0,0,0,2.3884985349553745e-06,0,0,0,0
2843,7,7,7,2.811950682968245e-06,7,7,0,0
2844,7,7,7,3.8098144514719934e-06,7,7,0,0
2845,9,9,9,1.8956176752737974e-06,9,9,0,0
2846,6,6,6,1.903659667235047e-06,6,6,0,0
2847,4,4,4,2.8597607428793026e-06,4,4,0,0
2848,2,2,2,1.952197266064104e-06,2,2,0,0
2849,8,8,8,1.9056884763557491e-06,8,8,0,0
2850,5,5,5,3.8181323240849e-06,5,5,0,0
2851,7,7,7,1.8920288091806015e-06,7,7,0,0
2852,8,8,8,1.4345727539222253e-06,8,8,0,0
2853,3,3,3,1.9234619124119945e-06,3,3,0,0
2854,9,9,9,2.388616943349575e-06,9,9,0,0
2855,5,5,5,1.9025897217694876e-06,5,5,0,0
2856,8,8,8,2.858492431201398e-06,8,8,0,0
2857,9,9,9,1.9320190425275996e-06,9,9,0,0
2858,9,9,9,1.904525451568162e-06,9,9,0,0
2859,8,8,8,9.298706054039485e-07,8,8,0,0
2860,6,6,6,2.3804113773451263e-06,6,6,0,0
2861,2,2,2,2.880456543508103e-06,2,2,0,0
2862,8,8,8,1.6653649903553003e-06,8,8,0,0
2863,9,9,9,3.3347851564613507e-06,9,9,0,0
2864,2,2,2,3.7766845686348915e-06,2,2,0,0
2865,3,3,3,2.8581372069069744e-06,3,3,0,0
2866,6,6,6,9.56362304904701e-07,6,6,0,0
2867,1,1,1,9.487451171352745e-07,1,1,0,0
2868,1,1,1,1.3116619872466373e-06,1,1,0,0
2869,8,8,8,2.1499493407795e-06,8,8,0,0
2870,9,9,9,1.3111249084207799e-06,9,9,0,0
2871,3,3,3,1.9362792968991016e-06,3,3,0,0
2872,4,4,4,2.9801457672173903e-06,4,4,0,0
2873,0,0,0,2.8529785147668463e-06,0,0,0,0
2874,7,7,7,1.0688989258156312e-06,7,7,0,0
2875,9,9,9,2.8908203120181497e-06,9,9,0,0
2876,6,6,6,2.3863854980987753e-06,6,6,0,0
2877,4,4,4,9.530895992426736e-07,4,4,0,0
2878,1,1,1,1.4350512698158013e-06,1,1,0,0
2879,4,4,4,2.1417932130063377e-06,4,4,0,0
2880,1,1,1,1.9063085936465995e-06,1,1,0,0
2881,3,3,3,2.1489050292533562e-06,3,3,0,0
2882,4,4,4,2.1437500001830756e-06,4,4,0,0
2883,9,9,9,3.7982421865478955e-06,9,9,0,0
2884,3,3,3,1.9179443366823534e-06,3,3,0,0
2885,1,1,1,1.4266613765911984e-06,1,1,0,0
2886,4,4,4,1.9216064455207515e-06,4,4,0,0
2887,7,7,7,1.1963696286976244e-06,7,7,0,0
2888,7,7,7,2.85897949225955e-06,7,7,0,0
2889,4,4,4,2.3797790529300755e-06,4,4,0,0
2890,7,7,7,1.1959814454343132e-06,7,7,0,0
2891,2,2,2,2.9068237310525546e-06,2,2,0,0
2892,9,9,9,1.4293353269856368e-06,9,9,0,0
2893,3,3,3,3.814697265625e-06,3,3,0,0
2894,0,0,0,9.621459966524526e-07,0,0,0,0
2895,8,8,8,1.9533691411055543e-06,8,8,0,0
2896,8,0,0,3.3384338378183998e-06,0,0,0,0
2897,8,8,8,1.9040722651908482e-06,8,8,0,0
2898,4,4,4,2.864453124473698e-06,4,4,0,0
2899,0,0,0,1.4325659183356265e-06,0,0,0,0
2900,4,4,4,2.8370117188813992e-06,4,4,0,0
2901,4,4,4,1.9084619147236026e-06,4,4,0,0
2902,1,1,1,1.9048852539782501e-06,1,1,0,0
2903,5,5,5,2.8594848640040027e-06,5,5,0,0
2904,2,2,2,9.96557616872451e-07,2,2,0,0
2905,8,8,8,1.9066577152671016e-06,8,8,0,0
2906,3,3,3,1.9306884766479016e-06,3,3,0,0
2907,4,4,4,2.8636071780496763e-06,4,4,0,0
2908,9,9,9,1.939086914148902e-06,9,9,0,0
2909,5,5,5,1.430756835674174e-06,5,5,0,0
2910,2,2,2,1.8574218749733973e-06,2,2,0,0
2911,8,8,8,2.381282959262876e-06,8,8,0,0
2912,1,1,1,9.552856443661994e-07,1,1,0,0
2913,5,5,5,2.8645971683616267e-06,5,5,0,0
2914,3,3,3,2.858325196086753e-06,3,3,0,0
2915,7,7,7,1.7280420532284069e-06,7,7,0,0
2916,9,9,9,1.9356201175213528e-06,9,9,0,0
2917,4,4,4,1.8905273435620984e-06,4,4,0,0
2918,2,2,2,1.9053613282693505e-06,2,2,0,0
2919,5,5,5,1.313638916089488e-06,5,5,0,0
2920,6,6,6,9.542944336971004e-07,6,6,0,0
2921,3,3,3,1.4267907713083616e-06,3,3,0,0
2922,5,5,5,1.9103710933165985e-06,5,5,0,0
2923,9,9,9,1.9040039056505975e-06,9,9,0,0
2924,3,3,3,2.8577319337586005e-06,3,3,0,0
2925,5,5,5,3.823217772591647e-06,5,5,0,0
2926,9,9,9,1.4307482913977765e-06,9,9,0,0
2927,3,3,3,2.8649523926560505e-06,3,3,0,0
2928,1,1,1,1.4334899902657128e-06,1,1,0,0
2929,9,9,9,2.3869921879082767e-06,9,9,0,0
2930,5,5,5,1.1968072510804006e-06,5,5,0,0
2931,3,3,3,1.9091308587348976e-06,3,3,0,0
2932,0,0,0,9.491503902836484e-07,0,0,0,0
2933,6,6,6,2.3828198241204745e-06,6,6,0,0
2934,9,9,9,9.5562988278175e-07,9,9,0,0
2935,8,8,8,2.381820678909463e-06,8,8,0,0
2936,4,4,4,2.385083007538924e-06,4,4,0,0
2937,0,0,0,2.380618286057512e-06,0,0,0,0
2938,4,4,4,1.9088635250241737e-06,4,4,0,0
2939,9,7,7,2.086404785162088e-06,7,7,0,0
2940,2,2,2,2.8649877927833245e-06,2,2,0,0
2941,9,9,9,1.4902200317079561e-06,9,9,0,0
2942,0,0,0,1.8775390628889e-06,0,0,0,0
2943,1,1,1,1.9082128908110008e-06,1,1,0,0
2944,0,0,0,9.60498047319902e-07,0,0,0,0
2945,3,3,3,9.56022949694102e-07,3,3,0,0
2946,1,1,1,2.8594885250754487e-06,1,1,0,0
2947,6,6,6,1.9223022462711015e-06,6,6,0,0
2948,5,5,5,1.915100098059952e-06,5,5,0,0
2949,8,8,8,4.777258304500265e-07,8,8,0,0
2950,1,1,1,1.429903564442725e-06,1,1,0,0
2951,5,5,5,2.875561524007253e-06,5,5,0,0
2952,3,3,3,6.638403320380348e-06,3,3,0,0
2953,3,3,3,2.865891113756902e-06,3,3,0,0
2954,0,0,0,2.859682616929149e-06,0,0,0,0
2955,3,3,3,2.820202636755198e-06,3,3,0,0
2956,5,5,5,2.142001953142625e-06,5,5,0,0
2957,5,5,5,1.9557861321573e-06,5,5,0,0
2958,9,9,9,2.8778320313449512e-06,9,9,0,0
2959,2,2,2,1.910778808067448e-06,2,2,0,0
2960,8,8,8,1.9031640619004975e-06,8,8,0,0
2961,7,7,7,3.846899414128302e-06,7,7,0,0
2962,0,0,0,1.936560058979353e-06,0,0,0,0
2963,4,4,4,1.9108935545020245e-06,4,4,0,0
2964,9,9,9,1.435183105691351e-06,9,9,0,0
2965,1,1,1,1.5497625731608622e-06,1,1,0,0
2966,9,9,9,1.6643395994719867e-06,9,9,0,0
2967,7,7,7,1.9048901362950232e-06,7,7,0,0
2968,7,7,7,9.574743651263873e-07,7,7,0,0
2969,5,5,5,9.56523438233603e-07,5,5,0,0
2970,5,5,5,9.535083007605749e-07,5,5,0,0
2971,2,2,2,1.8780761710246452e-06,2,2,0,0
2972,0,0,0,2.1453271483728997e-06,0,0,0,0
2973,9,9,9,2.8652844239474007e-06,9,9,0,0
2974,1,1,1,1.9114880371873255e-06,1,1,0,0
2975,8,8,8,9.562084954950478e-07,8,8,0,0
2976,6,6,6,1.916003418145351e-06,6,6,0,0
2977,2,2,2,1.8965820309801984e-06,2,2,0,0
2978,3,3,3,1.7927996827094006e-06,3,3,0,0
2979,9,7,7,1.0135091857987888e-06,7,7,0,0
2980,6,6,6,2.8627197261599235e-06,6,6,0,0
2981,2,2,2,1.911789550668175e-06,2,2,0,0
2982,1,1,1,1.903800048719262e-06,1,1,0,0
2983,9,9,9,1.921691895390154e-06,9,9,0,0
2984,1,1,1,1.9110791011911488e-06,1,1,0,0
2985,3,3,3,1.013047012332624e-06,3,3,0,0
2986,5,5,5,1.910349121558852e-06,5,5,0,0
2987,5,5,5,2.9066406241895493e-06,5,5,0,0
2988,0,0,0,9.497937014657509e-07,0,0,0,0
2989,3,3,3,1.8478325195525613e-06,3,3,0,0
2990,8,8,8,2.882141112436898e-06,8,8,0,0
2991,3,3,3,3.3370666505661006e-06,3,3,0,0
2992,3,3,3,2.8452026370473504e-06,3,3,0,0
2993,7,7,7,1.9113482667698634e-06,7,7,0,0
2994,6,6,6,1.8639526366825976e-06,6,6,0,0
2995,6,8,8,1.4290368648417484e-06,8,8,0,0
2996,0,0,0,3.828601073507798e-06,0,0,0,0
2997,1,1,1,1.9102124024783507e-06,1,1,0,0
2998,4,4,4,2.9068481453009554e-06,4,4,0,0
2999,0,0,0,1.3117098998094434e-06,0,0,0,0
3000,6,6,6,1.8761352542639997e-06,6,6,0,0
3001,9,9,9,2.384439697245e-06,9,9,0,0
3002,8,8,8,1.4316235352751505e-06,8,8,0,0
3003,1,1,1,1.4317248533401994e-06,1,1,0,0
3004,2,2,2,2.012027145392725e-06,2,2,0,0
3005,9,9,9,2.6224322509094122e-06,9,9,0,0
3006,9,9,9,1.9474609374015017e-06,9,9,0,0
3007,5,5,5,2.865031738963353e-06,5,5,0,0
3008,9,9,9,1.9028100588514008e-06,9,9,0,0
3009,7,7,7,9.75634765865152e-07,7,7,0,0
3010,3,3,3,9.51544189220499e-07,3,3,0,0
3011,7,7,7,1.4315722660640517e-06,7,7,0,0
3012,8,8,8,2.8212158209584004e-06,8,8,0,0
3013,0,0,0,2.1479400635904256e-06,0,0,0,0
3014,1,1,1,1.911287841771525e-06,1,1,0,0
3015,3,3,3,2.384758300610912e-06,3,3,0,0
3016,0,0,0,3.820324707248801e-06,0,0,0,0
3017,4,4,4,1.9229980470214514e-06,4,4,0,0
3018,6,6,6,2.385814514171969e-06,6,6,0,0
3019,1,1,1,9.489892578429249e-07,1,1,0,0
3020,0,0,0,9.519177242012233e-07,0,0,0,0
3021,2,2,2,1.1950128173676688e-06,2,2,0,0
3022,5,5,5,1.9064306648886031e-06,5,5,0,0
3023,8,8,8,1.9249633780304976e-06,8,8,0,0
3024,4,4,4,1.4351586914429504e-06,4,4,0,0
3025,4,4,4,3.814394531787002e-06,4,4,0,0
3026,1,1,1,1.4342773440034762e-06,1,1,0,0
3027,1,1,1,1.4302911375274618e-06,1,1,0,0
3028,5,5,5,1.925756837550807e-06,5,5,0,0
3029,4,4,4,1.9465209959435015e-06,4,4,0,0
3030,6,6,6,9.572167964932987e-07,6,6,0,0
3031,6,6,6,1.910688476769451e-06,6,6,0,0
3032,0,0,0,2.8356567387533005e-06,0,0,0,0
3033,6,6,6,2.3843786625121766e-06,6,6,0,0
3034,9,9,9,1.490277404814222e-06,9,9,0,0
3035,2,2,2,1.9295654301032528e-06,2,2,0,0
3036,6,6,6,1.4297680666075507e-06,6,6,0,0
3037,2,2,2,2.86270263671895e-06,2,2,0,0
3038,7,7,7,2.3875292969322004e-06,7,7,0,0
3039,1,1,1,9.51754150158024e-07,1,1,0,0
3040,7,7,7,2.863637694971999e-06,7,7,0,0
3041,9,9,9,2.3831262208062753e-06,9,9,0,0
3042,4,4,4,1.8940917971832505e-06,4,4,0,0
3043,0,0,0,1.4299853514643246e-06,0,0,0,0
3044,0,0,0,1.904053955392726e-06,0,0,0,0
3045,3,3,3,3.8031982434461042e-06,3,3,0,0
3046,8,8,8,1.435177002129251e-06,8,8,0,0
3047,2,2,2,1.8973754887241512e-06,2,2,0,0
3048,2,2,2,2.811352539211498e-06,2,2,0,0
3049,3,3,3,1.9432128901542e-06,3,3,0,0
3050,1,1,1,1.90766845697965e-06,1,1,0,0
3051,6,6,6,1.910866698651148e-06,6,6,0,0
3052,0,0,0,1.4299456787547626e-06,0,0,0,0
