sample_id,label,preprocess,inference_mode,prediction,correct,raw_logit0,raw_logit1,raw_logit2,raw_logit3,raw_logit4,raw_logit5,raw_logit6,raw_logit7,raw_logit8,raw_logit9
m7_2_04,2,full,fixed,2,1,-88,-36,104,86,-144,-90,-84,-36,81,-89
m7_2_05,2,full,fixed,2,1,-92,-4,149,86,-189,-136,-112,14,60,-132
m7_3_01,3,full,fixed,3,1,-134,-153,45,69,22,7,-56,-3,-20,-68
m7_3_02,3,full,fixed,3,1,-169,-98,-31,121,21,5,-113,18,13,-65
m7_3_03,3,full,fixed,3,1,-157,-69,-40,218,-116,-19,-142,-14,29,-14
m7_3_04,3,full,fixed,3,1,-77,-69,2,91,-57,-35,-119,47,-60,-34
m7_3_05,3,full,fixed,3,1,-255,-145,-70,279,-120,43,-120,-20,15,-24
m7_4_01,4,full,fixed,8,0,-61,-147,9,-4,28,2,38,-58,40,-29
m7_4_02,4,full,fixed,6,0,16,-119,-11,-60,23,-8,60,-62,29,-46
m7_4_03,4,full,fixed,2,0,-99,-81,46,25,11,-16,-27,-15,40,-47
m7_4_04,4,full,fixed,6,0,-36,-127,16,-66,15,-5,115,-72,-3,-130
m7_4_05,4,full,fixed,6,0,-5,-102,-9,-53,13,45,54,-74,-58,-54
m7_5_01,5,full,fixed,3,0,-156,-123,-116,160,-87,106,-126,-77,47,60
m7_5_02,5,full,fixed,5,1,-116,-137,-83,63,-90,151,-104,-34,25,44
m7_5_03,5,full,fixed,5,1,-139,-116,-100,68,-34,133,-31,-86,44,29
m7_5_04,5,full,fixed,5,1,-63,-68,-51,16,-28,80,-50,-30,17,24
m7_5_05,5,full,fixed,5,1,-112,-75,-38,68,-158,76,-105,-28,10,26
m7_6_01,6,full,fixed,8,0,-130,-118,43,14,8,32,47,-113,75,-92
m7_6_02,6,full,fixed,5,0,-105,-199,-47,6,-5,97,86,-135,53,-63
m7_6_03,6,full,fixed,5,0,-39,-63,-56,38,-81,62,17,-78,10,-53
m7_6_04,6,full,fixed,8,0,-6,1,-21,-70,-7,-7,15,-68,20,-57
m7_6_05,6,full,fixed,6,1,-6,-57,-31,-83,-35,33,91,-109,29,-112
m7_7_01,7,full,fixed,7,1,-114,-18,12,78,-81,-109,-192,89,24,14
m7_7_02,7,full,fixed,7,1,-79,-71,8,64,-67,-102,-215,137,-24,27
m7_7_03,7,full,fixed,7,1,-78,-38,21,60,-88,-56,-157,63,11,19
m7_7_04,7,full,fixed,3,0,-63,-83,24,85,-98,-82,-171,82,11,15
m7_7_05,7,full,fixed,3,0,-110,-60,10,99,-110,-50,-175,44,47,25
m7_8_01,8,full,fixed,8,1,-154,-64,70,26,-94,18,-28,-69,130,-90
m7_8_02,8,full,fixed,8,1,-134,-100,80,-4,-93,-4,26,-155,201,-146
m7_8_03,8,full,fixed,3,0,-256,-108,-13,203,-155,38,-108,-86,144,-76
m7_8_04,8,full,fixed,8,1,-162,-105,-30,74,-87,86,-72,-89,148,-41
m7_8_05,8,full,fixed,8,1,-52,-136,40,25,-122,-16,-52,-103,208,-62
m7_9_01,9,full,fixed,5,0,-82,-103,-57,13,14,38,-4,-14,-8,25
m7_9_02,9,full,fixed,8,0,-95,-56,18,2,-17,-20,-130,-26,67,64
m7_9_03,9,full,fixed,3,0,-170,-113,-86,124,-11,-15,-189,7,31,112
m7_9_04,9,full,fixed,8,0,-61,-51,-30,-54,40,-7,-92,4,48,39
m7_9_05,9,full,fixed,9,1,-132,-71,4,10,-17,16,-125,-18,58,62
