sample_id,label,preprocess,inference_mode,prediction,correct,raw_logit0,raw_logit1,raw_logit2,raw_logit3,raw_logit4,raw_logit5,raw_logit6,raw_logit7,raw_logit8,raw_logit9
m7_1_04,1,simple,fixed,4,0,43,-114,-150,-53,85,-151,-95,-118,41,-26
m7_1_05,1,simple,fixed,4,0,50,-125,-145,-37,70,-145,-88,-118,48,-25
m7_2_01,2,simple,fixed,4,0,49,-133,-141,-33,76,-151,-88,-123,56,-22
m7_2_02,2,simple,fixed,4,0,38,-126,-141,-52,91,-156,-96,-110,46,-17
m7_2_03,2,simple,fixed,4,0,49,-137,-142,-45,76,-158,-90,-119,59,-15
m7_2_04,2,simple,fixed,4,0,56,-139,-144,-37,68,-149,-85,-113,52,-23
m7_2_05,2,simple,fixed,4,0,53,-127,-142,-44,75,-155,-89,-121,48,-28
m7_3_01,3,simple,fixed,8,0,58,-152,-140,-16,47,-161,-88,-114,82,-20
m7_3_02,3,simple,fixed,4,0,45,-148,-150,-26,77,-148,-89,-119,57,-11
m7_3_03,3,simple,fixed,8,0,57,-136,-143,-33,55,-152,-78,-112,58,-30
m7_3_04,3,simple,fixed,4,0,56,-139,-141,-24,58,-154,-86,-116,56,-23
m7_3_05,3,simple,fixed,4,0,56,-139,-137,-31,59,-153,-89,-113,55,-19
m7_4_01,4,simple,fixed,4,1,51,-133,-144,-42,76,-147,-89,-122,46,-16
m7_4_02,4,simple,fixed,4,1,53,-127,-135,-38,71,-153,-91,-122,52,-26
m7_4_03,4,simple,fixed,4,1,50,-123,-146,-42,70,-151,-93,-124,47,-21
m7_4_04,4,simple,fixed,4,1,49,-125,-144,-33,71,-145,-93,-124,49,-20
m7_4_05,4,simple,fixed,4,1,52,-126,-140,-36,68,-151,-94,-121,50,-21
m7_5_01,5,simple,fixed,8,0,59,-157,-148,-25,50,-147,-63,-131,80,-13
m7_5_02,5,simple,fixed,0,0,63,-160,-134,-22,44,-136,-74,-111,56,-9
m7_5_03,5,simple,fixed,4,0,42,-143,-143,-37,76,-153,-98,-112,57,-4
m7_5_04,5,simple,fixed,4,0,51,-142,-139,-34,65,-148,-89,-113,57,-12
m7_5_05,5,simple,fixed,4,0,45,-123,-146,-41,83,-151,-94,-124,44,-20
m7_6_01,6,simple,fixed,4,0,53,-131,-144,-38,70,-152,-87,-124,51,-24
m7_6_02,6,simple,fixed,4,0,48,-132,-137,-42,78,-149,-96,-111,46,-17
m7_6_03,6,simple,fixed,4,0,53,-127,-143,-33,69,-153,-90,-120,51,-24
m7_6_04,6,simple,fixed,4,0,48,-126,-149,-37,74,-150,-93,-120,47,-22
m7_6_05,6,simple,fixed,4,0,52,-135,-144,-39,69,-152,-96,-118,52,-14
m7_7_01,7,simple,fixed,4,0,53,-122,-148,-41,62,-147,-88,-116,45,-24
m7_7_02,7,simple,fixed,0,0,62,-138,-152,-28,47,-144,-83,-118,53,-15
m7_7_03,7,simple,fixed,0,0,62,-144,-145,-23,46,-149,-80,-122,58,-13
m7_7_04,7,simple,fixed,4,0,57,-146,-151,-26,59,-142,-82,-122,56,-12
m7_7_05,7,simple,fixed,4,0,54,-130,-142,-41,63,-154,-94,-111,46,-21
m7_8_01,8,simple,fixed,4,0,42,-146,-140,-46,97,-153,-95,-127,49,0
m7_8_02,8,simple,fixed,4,0,51,-129,-149,-37,73,-148,-81,-124,47,-24
m7_8_03,8,simple,fixed,0,0,62,-143,-136,-36,52,-150,-76,-117,58,-21
m7_8_04,8,simple,fixed,0,0,62,-149,-143,-27,54,-149,-74,-124,59,-18
m7_8_05,8,simple,fixed,0,0,69,-156,-137,-27,39,-142,-62,-120,66,-20
m7_9_01,9,simple,fixed,4,0,58,-139,-150,-33,64,-141,-73,-125,48,-21
m7_9_02,9,simple,fixed,4,0,49,-131,-133,-48,74,-157,-94,-110,48,-20
m7_9_03,9,simple,fixed,4,0,54,-134,-145,-37,67,-148,-84,-121,47,-21
m7_9_04,9,simple,fixed,4,0,50,-134,-144,-43,69,-148,-87,-113,46,-17
m7_9_05,9,simple,fixed,4,0,57,-151,-147,-41,65,-147,-78,-122,51,-9
