sample_id,filename,label,writer_id,folder,source_relative,simple_relative,full_relative,fixed_simple_relative,fixed_full_relative,full_roi_valid,full_foreground_pixels,full_threshold,full_roi_left,full_roi_top,full_roi_right,full_roi_bottom,batch,input_sha256,pipeline_sha256
m6_0_05,m6_0_05.png,0,m6,0,0/m6_0_05.png,batches/digits_190_001/processed_simple/0/m6_0_05.pgm,batches/digits_190_001/processed_full/0/m6_0_05.pgm,batches/digits_190_001/fixed_input/simple/0/m6_0_05.txt,batches/digits_190_001/fixed_input/full/0/m6_0_05.txt,1,2851,124,155,75,224,166,digits_190_001,ee40098380b87c3bb06c22c1e03998988d89b7db2de11fbfc891f073bbc56cc1,f934d340129aef372553e141e809442751b98c585e6b70cac06da4706d578899
m6_1_01,m6_1_01.png,1,m6,1,1/m6_1_01.png,batches/digits_190_001/processed_simple/1/m6_1_01.pgm,batches/digits_190_001/processed_full/1/m6_1_01.pgm,batches/digits_190_001/fixed_input/simple/1/m6_1_01.txt,batches/digits_190_001/fixed_input/full/1/m6_1_01.txt,1,1341,123,203,76,228,188,digits_190_001,78f5026871b0593464b93f6fa12d3633fe280da326d48112221f4cf2669e1926,f934d340129aef372553e141e809442751b98c585e6b70cac06da4706d578899
m6_1_02,m6_1_02.png,1,m6,1,1/m6_1_02.png,batches/digits_190_001/processed_simple/1/m6_1_02.pgm,batches/digits_190_001/processed_full/1/m6_1_02.pgm,batches/digits_190_001/fixed_input/simple/1/m6_1_02.txt,batches/digits_190_001/fixed_input/full/1/m6_1_02.txt,1,1516,127,36,119,195,226,digits_190_001,3b6e61c522328691439ab0b531d7e880c898584baea61abceab5faae4c24c0e6,f934d340129aef372553e141e809442751b98c585e6b70cac06da4706d578899
m6_1_03,m6_1_03.png,1,m6,1,1/m6_1_03.png,batches/digits_190_001/processed_simple/1/m6_1_03.pgm,batches/digits_190_001/processed_full/1/m6_1_03.pgm,batches/digits_190_001/fixed_input/simple/1/m6_1_03.txt,batches/digits_190_001/fixed_input/full/1/m6_1_03.txt,1,1958,131,137,68,159,203,digits_190_001,12b7d34dd54922156d0abb7aef073c9d58a7c9d9d27aca55246daa4ef6ece032,f934d340129aef372553e141e809442751b98c585e6b70cac06da4706d578899
m6_1_04,m6_1_04.png,1,m6,1,1/m6_1_04.png,batches/digits_190_001/processed_simple/1/m6_1_04.pgm,batches/digits_190_001/processed_full/1/m6_1_04.pgm,batches/digits_190_001/fixed_input/simple/1/m6_1_04.txt,batches/digits_190_001/fixed_input/full/1/m6_1_04.txt,1,2030,128,131,77,153,221,digits_190_001,2680511b75f5657233951c1f315461d98acb03d6f586905a4e2181420f32752f,f934d340129aef372553e141e809442751b98c585e6b70cac06da4706d578899
m6_1_05,m6_1_05.png,1,m6,1,1/m6_1_05.png,batches/digits_190_001/processed_simple/1/m6_1_05.pgm,batches/digits_190_001/processed_full/1/m6_1_05.pgm,batches/digits_190_001/fixed_input/simple/1/m6_1_05.txt,batches/digits_190_001/fixed_input/full/1/m6_1_05.txt,1,2136,130,148,59,168,234,digits_190_001,f5de7e674d0cf505212a2982ef08b12c94f299436f4e8e1a286229e7faa31ffd,f934d340129aef372553e141e809442751b98c585e6b70cac06da4706d578899
m6_2_01,m6_2_01.png,2,m6,2,2/m6_2_01.png,batches/digits_190_001/processed_simple/2/m6_2_01.pgm,batches/digits_190_001/processed_full/2/m6_2_01.pgm,batches/digits_190_001/fixed_input/simple/2/m6_2_01.txt,batches/digits_190_001/fixed_input/full/2/m6_2_01.txt,1,2546,127,153,54,249,141,digits_190_001,61b649c6beb13ee748c743bd04d33c0f8c3c1a810f9ba7ae448f2a56ee102159,f934d340129aef372553e141e809442751b98c585e6b70cac06da4706d578899
m6_2_02,m6_2_02.png,2,m6,2,2/m6_2_02.png,batches/digits_190_001/processed_simple/2/m6_2_02.pgm,batches/digits_190_001/processed_full/2/m6_2_02.pgm,batches/digits_190_001/fixed_input/simple/2/m6_2_02.txt,batches/digits_190_001/fixed_input/full/2/m6_2_02.txt,1,2477,126,110,56,209,145,digits_190_001,afacba5e6370aea943cb7b8352dbc2d2698bc30ddbb74e3139dd4c8a43290bab,f934d340129aef372553e141e809442751b98c585e6b70cac06da4706d578899
m6_2_03,m6_2_03.png,2,m6,2,2/m6_2_03.png,batches/digits_190_001/processed_simple/2/m6_2_03.pgm,batches/digits_190_001/processed_full/2/m6_2_03.pgm,batches/digits_190_001/fixed_input/simple/2/m6_2_03.txt,batches/digits_190_001/fixed_input/full/2/m6_2_03.txt,1,2696,128,130,69,205,172,digits_190_001,ed5128c1ef78fba6e82ea617dc8a7fc3c944d37c50a622a6f91e2bbc86ae3435,f934d340129aef372553e141e809442751b98c585e6b70cac06da4706d578899
m6_2_04,m6_2_04.png,2,m6,2,2/m6_2_04.png,batches/digits_190_001/processed_simple/2/m6_2_04.pgm,batches/digits_190_001/processed_full/2/m6_2_04.pgm,batches/digits_190_001/fixed_input/simple/2/m6_2_04.txt,batches/digits_190_001/fixed_input/full/2/m6_2_04.txt,1,2449,126,68,76,168,164,digits_190_001,9b96d252b5767a9016d0c0aa6c0e5e19e11892d799dff29a9edb6f95bd2b1682,f934d340129aef372553e141e809442751b98c585e6b70cac06da4706d578899
m6_2_05,m6_2_05.png,2,m6,2,2/m6_2_05.png,batches/digits_190_001/processed_simple/2/m6_2_05.pgm,batches/digits_190_001/processed_full/2/m6_2_05.pgm,batches/digits_190_001/fixed_input/simple/2/m6_2_05.txt,batches/digits_190_001/fixed_input/full/2/m6_2_05.txt,1,2631,127,107,93,194,182,digits_190_001,803ab2ebf589cd33b692e23aeb2be487cb644d68ed2d1a92c441578f2c244e3e,f934d340129aef372553e141e809442751b98c585e6b70cac06da4706d578899
m6_3_01,m6_3_01.png,3,m6,3,3/m6_3_01.png,batches/digits_190_001/processed_simple/3/m6_3_01.pgm,batches/digits_190_001/processed_full/3/m6_3_01.pgm,batches/digits_190_001/fixed_input/simple/3/m6_3_01.txt,batches/digits_190_001/fixed_input/full/3/m6_3_01.txt,1,3242,127,108,104,176,248,digits_190_001,35f200cebfd6591e8ae6c7757311f33e073d258eec1cf9e5f1623da79d116fee,f934d340129aef372553e141e809442751b98c585e6b70cac06da4706d578899
m6_3_02,m6_3_02.png,3,m6,3,3/m6_3_02.png,batches/digits_190_001/processed_simple/3/m6_3_02.pgm,batches/digits_190_001/processed_full/3/m6_3_02.pgm,batches/digits_190_001/fixed_input/simple/3/m6_3_02.txt,batches/digits_190_001/fixed_input/full/3/m6_3_02.txt,1,3580,127,73,110,139,272,digits_190_001,25992d18daf01bec3c491d2103f35341ef9b83880f70bb2a2cae0235cab64ed9,f934d340129aef372553e141e809442751b98c585e6b70cac06da4706d578899
m6_3_03,m6_3_03.png,3,m6,3,3/m6_3_03.png,batches/digits_190_001/processed_simple/3/m6_3_03.pgm,batches/digits_190_001/processed_full/3/m6_3_03.pgm,batches/digits_190_001/fixed_input/simple/3/m6_3_03.txt,batches/digits_190_001/fixed_input/full/3/m6_3_03.txt,1,3317,127,89,70,140,262,digits_190_001,b7effec115b6c44c06c6f2edabcc04459ce8f7a4ee5091c7beb943c78ce64102,f934d340129aef372553e141e809442751b98c585e6b70cac06da4706d578899
m6_3_04,m6_3_04.png,3,m6,3,3/m6_3_04.png,batches/digits_190_001/processed_simple/3/m6_3_04.pgm,batches/digits_190_001/processed_full/3/m6_3_04.pgm,batches/digits_190_001/fixed_input/simple/3/m6_3_04.txt,batches/digits_190_001/fixed_input/full/3/m6_3_04.txt,1,3614,128,93,6,171,257,digits_190_001,c199e6d2c52a32da54a319e0d9c2c3c10e8f67e47d33b33061b618abdf83dcc0,f934d340129aef372553e141e809442751b98c585e6b70cac06da4706d578899
m6_3_05,m6_3_05.png,3,m6,3,3/m6_3_05.png,batches/digits_190_001/processed_simple/3/m6_3_05.pgm,batches/digits_190_001/processed_full/3/m6_3_05.pgm,batches/digits_190_001/fixed_input/simple/3/m6_3_05.txt,batches/digits_190_001/fixed_input/full/3/m6_3_05.txt,1,3182,128,108,108,171,267,digits_190_001,8799452f89d65a971e4db4bf9c9d8b66b2fcd5d004d11987fd1b5c46cd8aee45,f934d340129aef372553e141e809442751b98c585e6b70cac06da4706d578899
m6_4_01,m6_4_01.png,4,m6,4,4/m6_4_01.png,batches/digits_190_001/processed_simple/4/m6_4_01.pgm,batches/digits_190_001/processed_full/4/m6_4_01.pgm,batches/digits_190_001/fixed_input/simple/4/m6_4_01.txt,batches/digits_190_001/fixed_input/full/4/m6_4_01.txt,1,4976,127,102,104,217,277,digits_190_001,26d43bb0faf098bffab115afa8efcc62ef13b21b973f2fef8269aafbd7fa06c9,f934d340129aef372553e141e809442751b98c585e6b70cac06da4706d578899
m6_4_02,m6_4_02.png,4,m6,4,4/m6_4_02.png,batches/digits_190_001/processed_simple/4/m6_4_02.pgm,batches/digits_190_001/processed_full/4/m6_4_02.pgm,batches/digits_190_001/fixed_input/simple/4/m6_4_02.txt,batches/digits_190_001/fixed_input/full/4/m6_4_02.txt,1,4923,127,54,116,178,292,digits_190_001,5b8f8fef10b242c957c5e3a7887473b82abf16883eae4487e3f7d401160b4f1e,f934d340129aef372553e141e809442751b98c585e6b70cac06da4706d578899
m6_4_03,m6_4_03.png,4,m6,4,4/m6_4_03.png,batches/digits_190_001/processed_simple/4/m6_4_03.pgm,batches/digits_190_001/processed_full/4/m6_4_03.pgm,batches/digits_190_001/fixed_input/simple/4/m6_4_03.txt,batches/digits_190_001/fixed_input/full/4/m6_4_03.txt,1,5048,128,41,125,154,316,digits_190_001,eb620bd7c661cb1843b1b6fe09949b431a6ef0c9fb5ba873e115b75170392876,f934d340129aef372553e141e809442751b98c585e6b70cac06da4706d578899
m6_4_04,m6_4_04.png,4,m6,4,4/m6_4_04.png,batches/digits_190_001/processed_simple/4/m6_4_04.pgm,batches/digits_190_001/processed_full/4/m6_4_04.pgm,batches/digits_190_001/fixed_input/simple/4/m6_4_04.txt,batches/digits_190_001/fixed_input/full/4/m6_4_04.txt,1,4842,128,73,86,171,244,digits_190_001,08fc6daf38e42ee7063763a85fc97c2a2d80a52dc19399d820985734eb0d7756,f934d340129aef372553e141e809442751b98c585e6b70cac06da4706d578899
m6_4_05,m6_4_05.png,4,m6,4,4/m6_4_05.png,batches/digits_190_001/processed_simple/4/m6_4_05.pgm,batches/digits_190_001/processed_full/4/m6_4_05.pgm,batches/digits_190_001/fixed_input/simple/4/m6_4_05.txt,batches/digits_190_001/fixed_input/full/4/m6_4_05.txt,1,4382,128,61,104,161,264,digits_190_001,9d340c8694d81394fb7ad28a8eb3c8088b664f549be3d70b89be2c8208127c5a,f934d340129aef372553e141e809442751b98c585e6b70cac06da4706d578899
m6_5_01,m6_5_01.png,5,m6,5,5/m6_5_01.png,batches/digits_190_001/processed_simple/5/m6_5_01.pgm,batches/digits_190_001/processed_full/5/m6_5_01.pgm,batches/digits_190_001/fixed_input/simple/5/m6_5_01.txt,batches/digits_190_001/fixed_input/full/5/m6_5_01.txt,1,2599,126,91,98,168,217,digits_190_001,2b52d17ac15ba3a1d2e2c05b319b4ff46150031dd7eea36d3418df6173bacc64,f934d340129aef372553e141e809442751b98c585e6b70cac06da4706d578899
m6_5_02,m6_5_02.png,5,m6,5,5/m6_5_02.png,batches/digits_190_001/processed_simple/5/m6_5_02.pgm,batches/digits_190_001/processed_full/5/m6_5_02.pgm,batches/digits_190_001/fixed_input/simple/5/m6_5_02.txt,batches/digits_190_001/fixed_input/full/5/m6_5_02.txt,1,2677,127,69,109,140,225,digits_190_001,f84e6e52e720a7195af01226e493e143536c738a2bf65dd1c7843bbd770dcac2,f934d340129aef372553e141e809442751b98c585e6b70cac06da4706d578899
m6_5_03,m6_5_03.png,5,m6,5,5/m6_5_03.png,batches/digits_190_001/processed_simple/5/m6_5_03.pgm,batches/digits_190_001/processed_full/5/m6_5_03.pgm,batches/digits_190_001/fixed_input/simple/5/m6_5_03.txt,batches/digits_190_001/fixed_input/full/5/m6_5_03.txt,1,3103,128,65,95,170,214,digits_190_001,28398c2867df6bc887f3ab634885da3c8f02a66c263dec01159e7fc530535c47,f934d340129aef372553e141e809442751b98c585e6b70cac06da4706d578899
m6_5_04,m6_5_04.png,5,m6,5,5/m6_5_04.png,batches/digits_190_001/processed_simple/5/m6_5_04.pgm,batches/digits_190_001/processed_full/5/m6_5_04.pgm,batches/digits_190_001/fixed_input/simple/5/m6_5_04.txt,batches/digits_190_001/fixed_input/full/5/m6_5_04.txt,1,2778,133,83,112,160,226,digits_190_001,65b05c34bcd7be84f5b82ac8d82b97f19e877d381c16edd47e5202db3e79abc0,f934d340129aef372553e141e809442751b98c585e6b70cac06da4706d578899
m6_5_05,m6_5_05.png,5,m6,5,5/m6_5_05.png,batches/digits_190_001/processed_simple/5/m6_5_05.pgm,batches/digits_190_001/processed_full/5/m6_5_05.pgm,batches/digits_190_001/fixed_input/simple/5/m6_5_05.txt,batches/digits_190_001/fixed_input/full/5/m6_5_05.txt,1,3458,127,55,62,128,222,digits_190_001,8b2f2237650798337428fe8b69b731e6b5c1e051959d4d36bb356b23c1dd75dc,f934d340129aef372553e141e809442751b98c585e6b70cac06da4706d578899
m6_6_01,m6_6_01.png,6,m6,6,6/m6_6_01.png,batches/digits_190_001/processed_simple/6/m6_6_01.pgm,batches/digits_190_001/processed_full/6/m6_6_01.pgm,batches/digits_190_001/fixed_input/simple/6/m6_6_01.txt,batches/digits_190_001/fixed_input/full/6/m6_6_01.txt,1,3597,127,98,136,166,280,digits_190_001,2058bd7393305f20e15d243cf72d350e3ec77b12d98d94812e18836b65253559,f934d340129aef372553e141e809442751b98c585e6b70cac06da4706d578899
m6_6_02,m6_6_02.png,6,m6,6,6/m6_6_02.png,batches/digits_190_001/processed_simple/6/m6_6_02.pgm,batches/digits_190_001/processed_full/6/m6_6_02.pgm,batches/digits_190_001/fixed_input/simple/6/m6_6_02.txt,batches/digits_190_001/fixed_input/full/6/m6_6_02.txt,1,3196,127,6,2,152,323,digits_190_001,b508c07bd2944aa166e6e7974d113c6b0a2a1d24234d263609a86539abf07b3f,f934d340129aef372553e141e809442751b98c585e6b70cac06da4706d578899
m6_6_03,m6_6_03.png,6,m6,6,6/m6_6_03.png,batches/digits_190_001/processed_simple/6/m6_6_03.pgm,batches/digits_190_001/processed_full/6/m6_6_03.pgm,batches/digits_190_001/fixed_input/simple/6/m6_6_03.txt,batches/digits_190_001/fixed_input/full/6/m6_6_03.txt,1,3491,127,102,113,164,251,digits_190_001,035c9e7657d570038abf2fdb43fe4c14b9415a5dad3290cff597243de1d567d1,f934d340129aef372553e141e809442751b98c585e6b70cac06da4706d578899
m6_6_04,m6_6_04.png,6,m6,6,6/m6_6_04.png,batches/digits_190_001/processed_simple/6/m6_6_04.pgm,batches/digits_190_001/processed_full/6/m6_6_04.pgm,batches/digits_190_001/fixed_input/simple/6/m6_6_04.txt,batches/digits_190_001/fixed_input/full/6/m6_6_04.txt,1,3254,127,81,106,130,263,digits_190_001,961c7a90150af953350a863e4d9bfced8aafc2dcf6e937e38633e5b3c55f0d1f,f934d340129aef372553e141e809442751b98c585e6b70cac06da4706d578899
m6_6_05,m6_6_05.png,6,m6,6,6/m6_6_05.png,batches/digits_190_001/processed_simple/6/m6_6_05.pgm,batches/digits_190_001/processed_full/6/m6_6_05.pgm,batches/digits_190_001/fixed_input/simple/6/m6_6_05.txt,batches/digits_190_001/fixed_input/full/6/m6_6_05.txt,1,3570,127,76,133,144,271,digits_190_001,05dad466a307a1570a1d744feb4141b65e466192067345bac839d5ce39204d08,f934d340129aef372553e141e809442751b98c585e6b70cac06da4706d578899
m6_7_01,m6_7_01.png,7,m6,7,7/m6_7_01.png,batches/digits_190_001/processed_simple/7/m6_7_01.pgm,batches/digits_190_001/processed_full/7/m6_7_01.pgm,batches/digits_190_001/fixed_input/simple/7/m6_7_01.txt,batches/digits_190_001/fixed_input/full/7/m6_7_01.txt,1,1892,128,75,104,150,200,digits_190_001,0797b9fd35d31b966054dd746159302beb255b679478b5d7838e48f04f71f9e6,f934d340129aef372553e141e809442751b98c585e6b70cac06da4706d578899
m6_7_02,m6_7_02.png,7,m6,7,7/m6_7_02.png,batches/digits_190_001/processed_simple/7/m6_7_02.pgm,batches/digits_190_001/processed_full/7/m6_7_02.pgm,batches/digits_190_001/fixed_input/simple/7/m6_7_02.txt,batches/digits_190_001/fixed_input/full/7/m6_7_02.txt,1,2675,125,55,97,130,234,digits_190_001,0e4106a4c6d231c0bd21d809da69167f54d2102a56fae196ff6ba051cebe0d58,f934d340129aef372553e141e809442751b98c585e6b70cac06da4706d578899
m6_7_03,m6_7_03.png,7,m6,7,7/m6_7_03.png,batches/digits_190_001/processed_simple/7/m6_7_03.pgm,batches/digits_190_001/processed_full/7/m6_7_03.pgm,batches/digits_190_001/fixed_input/simple/7/m6_7_03.txt,batches/digits_190_001/fixed_input/full/7/m6_7_03.txt,1,2959,130,39,104,137,243,digits_190_001,e916cdaba346388148f26d6ba2d169ccf8ab781f2b7d003b9cedd6e442850af9,f934d340129aef372553e141e809442751b98c585e6b70cac06da4706d578899
m6_7_04,m6_7_04.png,7,m6,7,7/m6_7_04.png,batches/digits_190_001/processed_simple/7/m6_7_04.pgm,batches/digits_190_001/processed_full/7/m6_7_04.pgm,batches/digits_190_001/fixed_input/simple/7/m6_7_04.txt,batches/digits_190_001/fixed_input/full/7/m6_7_04.txt,1,2338,127,82,104,160,227,digits_190_001,e35790df4948315578d84a2ef2038f0962de134d43a2b8b81a6e271802697e5a,f934d340129aef372553e141e809442751b98c585e6b70cac06da4706d578899
m6_7_05,m6_7_05.png,7,m6,7,7/m6_7_05.png,batches/digits_190_001/processed_simple/7/m6_7_05.pgm,batches/digits_190_001/processed_full/7/m6_7_05.pgm,batches/digits_190_001/fixed_input/simple/7/m6_7_05.txt,batches/digits_190_001/fixed_input/full/7/m6_7_05.txt,1,2622,132,87,84,162,224,digits_190_001,f625b6c753f4542e00017a51c9c3cfe91de037c7807be57a8bbb486c823635ee,f934d340129aef372553e141e809442751b98c585e6b70cac06da4706d578899
m6_8_01,m6_8_01.png,8,m6,8,8/m6_8_01.png,batches/digits_190_001/processed_simple/8/m6_8_01.pgm,batches/digits_190_001/processed_full/8/m6_8_01.pgm,batches/digits_190_001/fixed_input/simple/8/m6_8_01.txt,batches/digits_190_001/fixed_input/full/8/m6_8_01.txt,1,4176,128,94,69,174,195,digits_190_001,00540a752fe603c5bac1eb9b3e9d9c78ae52b5fcc66e5b3aa88f5c859abe347e,f934d340129aef372553e141e809442751b98c585e6b70cac06da4706d578899
m6_8_02,m6_8_02.png,8,m6,8,8/m6_8_02.png,batches/digits_190_001/processed_simple/8/m6_8_02.pgm,batches/digits_190_001/processed_full/8/m6_8_02.pgm,batches/digits_190_001/fixed_input/simple/8/m6_8_02.txt,batches/digits_190_001/fixed_input/full/8/m6_8_02.txt,1,4037,128,87,101,158,229,digits_190_001,b4639b34f6c5b404e3b0b8e36dd28a80422346c0026a6b7520b48d9914125096,f934d340129aef372553e141e809442751b98c585e6b70cac06da4706d578899
m6_8_03,m6_8_03.png,8,m6,8,8/m6_8_03.png,batches/digits_190_001/processed_simple/8/m6_8_03.pgm,batches/digits_190_001/processed_full/8/m6_8_03.pgm,batches/digits_190_001/fixed_input/simple/8/m6_8_03.txt,batches/digits_190_001/fixed_input/full/8/m6_8_03.txt,1,4552,128,61,125,162,265,digits_190_001,ee600d3cfbf68aaaeeebaaea143cd8e02cd922ae8be9eeb48d7f28eb5089f4c8,f934d340129aef372553e141e809442751b98c585e6b70cac06da4706d578899
m6_8_04,m6_8_04.png,8,m6,8,8/m6_8_04.png,batches/digits_190_001/processed_simple/8/m6_8_04.pgm,batches/digits_190_001/processed_full/8/m6_8_04.pgm,batches/digits_190_001/fixed_input/simple/8/m6_8_04.txt,batches/digits_190_001/fixed_input/full/8/m6_8_04.txt,1,4664,130,89,104,185,236,digits_190_001,547a914bc21415c81bc6682194652d94b48444a7b7e89278fd34cf3434c9c30d,f934d340129aef372553e141e809442751b98c585e6b70cac06da4706d578899
m6_8_05,m6_8_05.png,8,m6,8,8/m6_8_05.png,batches/digits_190_001/processed_simple/8/m6_8_05.pgm,batches/digits_190_001/processed_full/8/m6_8_05.pgm,batches/digits_190_001/fixed_input/simple/8/m6_8_05.txt,batches/digits_190_001/fixed_input/full/8/m6_8_05.txt,1,4565,126,52,59,185,232,digits_190_001,9ea79b23be23a5f26b8b19d824b8e6aac6e9d71020b9c91ae16ba8823bd93e40,f934d340129aef372553e141e809442751b98c585e6b70cac06da4706d578899
m6_9_01,m6_9_01.png,9,m6,9,9/m6_9_01.png,batches/digits_190_001/processed_simple/9/m6_9_01.pgm,batches/digits_190_001/processed_full/9/m6_9_01.pgm,batches/digits_190_001/fixed_input/simple/9/m6_9_01.txt,batches/digits_190_001/fixed_input/full/9/m6_9_01.txt,1,3397,123,101,76,171,238,digits_190_001,02deaf369eb100ce8e45997e6b8ee608a40a4f9cb8340c12cb4da10e14da7b1a,f934d340129aef372553e141e809442751b98c585e6b70cac06da4706d578899
m6_9_02,m6_9_02.png,9,m6,9,9/m6_9_02.png,batches/digits_190_001/processed_simple/9/m6_9_02.pgm,batches/digits_190_001/processed_full/9/m6_9_02.pgm,batches/digits_190_001/fixed_input/simple/9/m6_9_02.txt,batches/digits_190_001/fixed_input/full/9/m6_9_02.txt,1,3909,127,60,79,135,238,digits_190_001,cfde55eee8cd13a74cf1972b0c578ed03b982af14175b55e4df81a885833d728,f934d340129aef372553e141e809442751b98c585e6b70cac06da4706d578899
m6_9_03,m6_9_03.png,9,m6,9,9/m6_9_03.png,batches/digits_190_001/processed_simple/9/m6_9_03.pgm,batches/digits_190_001/processed_full/9/m6_9_03.pgm,batches/digits_190_001/fixed_input/simple/9/m6_9_03.txt,batches/digits_190_001/fixed_input/full/9/m6_9_03.txt,1,3531,128,74,90,140,257,digits_190_001,ccc180f6cee1f52467adb8b131546aad8775a1f3a5c8471c5d1aeabfdc29483c,f934d340129aef372553e141e809442751b98c585e6b70cac06da4706d578899
m6_9_04,m6_9_04.png,9,m6,9,9/m6_9_04.png,batches/digits_190_001/processed_simple/9/m6_9_04.pgm,batches/digits_190_001/processed_full/9/m6_9_04.pgm,batches/digits_190_001/fixed_input/simple/9/m6_9_04.txt,batches/digits_190_001/fixed_input/full/9/m6_9_04.txt,1,4119,121,63,103,141,287,digits_190_001,4d57d3666e314efcb21737f310e011daba26987357cad8c04f80b736108a0110,f934d340129aef372553e141e809442751b98c585e6b70cac06da4706d578899
m6_9_05,m6_9_05.png,9,m6,9,9/m6_9_05.png,batches/digits_190_001/processed_simple/9/m6_9_05.pgm,batches/digits_190_001/processed_full/9/m6_9_05.pgm,batches/digits_190_001/fixed_input/simple/9/m6_9_05.txt,batches/digits_190_001/fixed_input/full/9/m6_9_05.txt,1,3480,126,90,108,154,258,digits_190_001,46d943f910a2509ca4d216c79a321e3e7548dd3c2c2a2a53b0d95d7a78230065,f934d340129aef372553e141e809442751b98c585e6b70cac06da4706d578899
m8_0_01,m8_0_01.jpg,0,m8,0,0/m8_0_01.jpg,batches/digits_190_001/processed_simple/0/m8_0_01.pgm,batches/digits_190_001/processed_full/0/m8_0_01.pgm,batches/digits_190_001/fixed_input/simple/0/m8_0_01.txt,batches/digits_190_001/fixed_input/full/0/m8_0_01.txt,1,25465,146,53,52,333,427,digits_190_001,25c7b5f758bd2de08dc0166e1f70a564735795f6610d008e463efcf1fb4eb745,f934d340129aef372553e141e809442751b98c585e6b70cac06da4706d578899
m8_1_01,m8_1_01.jpg,1,m8,1,1/m8_1_01.jpg,batches/digits_190_001/processed_simple/1/m8_1_01.pgm,batches/digits_190_001/processed_full/1/m8_1_01.pgm,batches/digits_190_001/fixed_input/simple/1/m8_1_01.txt,batches/digits_190_001/fixed_input/full/1/m8_1_01.txt,1,9703,155,47,48,165,432,digits_190_001,ff2046204162555630bbe19f65784e1ebea711734f0640ff7f94ea6c9a4a06dd,f934d340129aef372553e141e809442751b98c585e6b70cac06da4706d578899
m8_2_01,m8_2_01.jpg,2,m8,2,2/m8_2_01.jpg,batches/digits_190_001/processed_simple/2/m8_2_01.pgm,batches/digits_190_001/processed_full/2/m8_2_01.pgm,batches/digits_190_001/fixed_input/simple/2/m8_2_01.txt,batches/digits_190_001/fixed_input/full/2/m8_2_01.txt,1,19682,153,47,46,314,434,digits_190_001,037652ea013cee7a5ea0facf3bd74fd9a556b9948886b2c1e6552fcfd6d0de70,f934d340129aef372553e141e809442751b98c585e6b70cac06da4706d578899
m8_3_01,m8_3_01.jpg,3,m8,3,3/m8_3_01.jpg,batches/digits_190_001/processed_simple/3/m8_3_01.pgm,batches/digits_190_001/processed_full/3/m8_3_01.pgm,batches/digits_190_001/fixed_input/simple/3/m8_3_01.txt,batches/digits_190_001/fixed_input/full/3/m8_3_01.txt,1,19887,146,53,52,327,426,digits_190_001,f6a3b60e46270fb843e0ca30b12cbe3de89e7fcf8eb036c696ea1ba46652ad20,f934d340129aef372553e141e809442751b98c585e6b70cac06da4706d578899
m8_4_01,m8_4_01.jpg,4,m8,4,4/m8_4_01.jpg,batches/digits_190_001/processed_simple/4/m8_4_01.pgm,batches/digits_190_001/processed_full/4/m8_4_01.pgm,batches/digits_190_001/fixed_input/simple/4/m8_4_01.txt,batches/digits_190_001/fixed_input/full/4/m8_4_01.txt,1,15042,156,38,38,302,440,digits_190_001,05b551846db990a53f9ad488b7b85d442460d83e4bc897c85a02b8d4cad593ae,f934d340129aef372553e141e809442751b98c585e6b70cac06da4706d578899
m8_5_01,m8_5_01.jpg,5,m8,5,5/m8_5_01.jpg,batches/digits_190_001/processed_simple/5/m8_5_01.pgm,batches/digits_190_001/processed_full/5/m8_5_01.pgm,batches/digits_190_001/fixed_input/simple/5/m8_5_01.txt,batches/digits_190_001/fixed_input/full/5/m8_5_01.txt,1,19997,142,46,46,332,434,digits_190_001,d9279be161ffd2bdb2e9248ead6485da199ac20598e943473533bbed139cea1d,f934d340129aef372553e141e809442751b98c585e6b70cac06da4706d578899
m8_6_01,m8_6_01.jpg,6,m8,6,6/m8_6_01.jpg,batches/digits_190_001/processed_simple/6/m8_6_01.pgm,batches/digits_190_001/processed_full/6/m8_6_01.pgm,batches/digits_190_001/fixed_input/simple/6/m8_6_01.txt,batches/digits_190_001/fixed_input/full/6/m8_6_01.txt,1,18880,147,47,46,240,432,digits_190_001,e3ca0061ab5773fbe36a477354868a0086149d610e3f13575dd4e30b1e260b2a,f934d340129aef372553e141e809442751b98c585e6b70cac06da4706d578899
m8_7_01,m8_7_01.jpg,7,m8,7,7/m8_7_01.jpg,batches/digits_190_001/processed_simple/7/m8_7_01.pgm,batches/digits_190_001/processed_full/7/m8_7_01.pgm,batches/digits_190_001/fixed_input/simple/7/m8_7_01.txt,batches/digits_190_001/fixed_input/full/7/m8_7_01.txt,1,15546,142,43,43,321,435,digits_190_001,00938da7c775f1c5450b9d86f14a28462f8baf2e45c7a25feb1cd3572f18f9ab,f934d340129aef372553e141e809442751b98c585e6b70cac06da4706d578899
m8_8_01,m8_8_01.jpg,8,m8,8,8/m8_8_01.jpg,batches/digits_190_001/processed_simple/8/m8_8_01.pgm,batches/digits_190_001/processed_full/8/m8_8_01.pgm,batches/digits_190_001/fixed_input/simple/8/m8_8_01.txt,batches/digits_190_001/fixed_input/full/8/m8_8_01.txt,1,23441,145,45,44,231,435,digits_190_001,07921f94835f27983d31d16d1a6ed38e7a209d00c2cf2092de3263a429c3b4c1,f934d340129aef372553e141e809442751b98c585e6b70cac06da4706d578899
